Text,Labels,Mapped_Text
सनीवन्तर्धभ्रस्जदम्भुश्रिस्वृयूर्णुभरज्ञपिसनाम्,सनि+इवन्तर्धभ्रस्जदम्भुश्रिस्वृयूर्णुभरज्ञपिसनाम्,सनीवन्तर्धभ्रस्जदम्भुश्रिस्वृयूर्णुभरज्ञपिसनाम् NSP
पूङश्च,पूङः+च,पूङश्च NSP
वसतिक्षुधोरिट्,वसतिक्षुधोः+इट्,वसतिक्षुधोरिट् NSP
लुभो विमोचने,लुभः+विमोहने,लुभो NSP विमोचने NSP
उदितो वा,उदितः+वा,उदितो NSP वा NSP
सेऽसिचि कृतचृतच्छृदतृदनृतः,से+असिचि+कृतचृतच्छृदतृदनृतः,सेऽसिचि NSP कृतचृतच्छृदतृदनृतः NSP
गमेरिट् परस्मैपदेषु,गमेः+इट्+परस्मैपदेषु,गमेरिट् NSP परस्मैपदेषु NSP
न वृद्भ्यश्चतुर्भ्यः,न+वृद्‍भ्यः+चतुर्भ्यः,न NSP वृद्भ्यश्चतुर्भ्यः NSP
अचस्तास्वत्‌ थल्यनिटो नित्यम्,अचः+तास्वत्+थलि+अनिटः+नित्यम्,अचस्तास्वत्‌ NSP थल्यनिटो NSP नित्यम् NSP
उपदेशेऽत्वतः,उपदेशे+अत्वतः,उपदेशेऽत्वतः NSP
ऋतो भारद्वाजस्य,ऋतः+भारद्वाजस्य,ऋतो NSP भारद्वाजस्य NSP
बभूथाततन्थजगृम्भववर्थेति निगमे,बभूथ+आततन्थ+जगृम्भ+ववर्थ+इति+निगमे,बभूथाततन्थजगृम्भववर्थेति NSP निगमे NSP
इडत्त्यर्तिव्ययतीनाम्,इट्+अत्त्यर्तिव्ययतीनाम्,इडत्त्यर्तिव्ययतीनाम् NSP
वस्वेकाजाद्घसाम्,वसु+एकाजाद्घसाम्,वस्वेकाजाद्घसाम् NSP
यमरमनमातां सक् च,यमरमनमाताम्+सक्+च,यमरमनमातां NSP सक् NSP च NSP
स्मिपूङ्रञ्ज्वशां सनि,स्मिपूङ्‍रञ्ज्वशाम्+सनि,स्मिपूङ्रञ्ज्वशां NSP सनि NSP
किरश्च पञ्चभ्यः,किरः+च+पञ्चभ्यः,किरश्च NSP पञ्चभ्यः NSP
रुदादिभ्यः सार्वधातुके,रुदादिभ्यः+सार्वधतुके,रुदादिभ्यः NSP सार्वधातुके NSP
ईडजनोर्ध्वे च,ईडजनोः+ध्वे+च,ईडजनोर्ध्वे NSP च NSP
लिङः सलोपोऽनन्त्यस्य,लिङः+सलोपः+अनन्त्यस्य,लिङः NSP सलोपोऽनन्त्यस्य NSP
अतो येयः,अतः+या+इयः,अतो NSP येयः NSP
आतो ङितः,आतः+ङितः,आतो NSP ङितः NSP
ईदासः,ईत्+आसः,ईदासः NSP
अष्टन आ विभक्तौ,अष्टनः+आः+विभक्तौ,अष्टन NSP आ NSP विभक्तौ NSP
रायो हलि,रायः+हलि,रायो NSP हलि NSP
युष्मदस्मदोरनादेशे,युष्मदस्मदोः+अनादेशे,युष्मदस्मदोरनादेशे NSP
द्वितीयायां च,द्वितीयायाम्+च,द्वितीयायां NSP च NSP
प्रथमायाश्च द्विवचने भाषायाम्,प्रथमायाः+च+द्विवचने+भाषायाम्,प्रथमायाश्च NSP द्विवचने NSP भाषायाम् NSP
योऽचि,यः+अचि,योऽचि NSP
त्वमावेकवचने,त्वमौ+एकवचने,त्वमावेकवचने NSP
प्रतयोत्तरपदयोश्च,प्रतयोत्तरपदयोः+च,प्रतयोत्तरपदयोश्च NSP
त्रिचतुरोः स्त्रियां तिसृचतसृ,त्रिचतुरोः+स्त्रियाम्+तिसृचतसृ,त्रिचतुरोः NSP स्त्रियां NSP तिसृचतसृ NSP
अचि र ऋतः,अचि+रः+ऋतः,अचि NSP र NSP ऋतः NSP
जराया जरसन्यतरस्याम्,जराया+जरस्+अन्यतरस्याम्,जराया NSP जरसन्यतरस्याम् NSP
त्यदादीनामः,त्यदादीनाम्+अः,त्यदादीनामः NSP
क्वाति,क्व+अति,क्वाति NSP
तदोः सः सावनन्त्ययोः,तदोः+सः+सौ+अनन्त्ययोः,तदोः NSP सः NSP सावनन्त्ययोः NSP
अदस औ सुलोपश्च,अदसः+औ+सुलोपः+च,अदस NSP औ NSP सुलोपश्च NSP
इदमो मः,इदमः+मः,इदमो NSP मः NSP
दश्च,दः+च,दश्च NSP
इदोऽय् पुंसि,इदः+अय्+पुंसि,इदोऽय् NSP पुंसि NSP
अनाप्यकः,अन+आपि+अकः,अनाप्यकः NSP
मृजेर्वृद्धिः,मृजेः+वृद्धिः,मृजेर्वृद्धिः NSP
